Title,Artist,year
So Am I,Ava Max,2019
Let You Love Me,Rita Ora,2019
Rescue Me,OneRepublic,2019
Always Remember Us This Way,Lady Gaga,2019
In My Mind,Dynoro,2019
1999,Charli XCX & Troye Sivan,2019
Blinding Lights,The Weeknd,2020
Roses,SAINt JHN,2020
Don't Start Now,Dua Lipa,2020
Dance Monkey,Tones and I,2020
ROCKSTAR,DaBaby Feat. Roddy Ricch,2020
Watermelon Sugar,Harry Styles,2020
Circles,Post Malone,2020
Before You Go,Lewis Capaldi,2020
Intentions,Justin Bieber Feat. Quavo,2020
Say So,Doja Cat,2020
Adore You,Harry Styles,2020
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020
Someone You Loved,Lewis Capaldi,2020
The Box,Roddy Ricch,2020
You Should Be Sad,Halsey,2020
Breaking Me,Topic Feat. A7S,2020
Mood,24kGoldn Feat. Iann Dior,2020
Ride It,Regard,2020
WAP,Cardi B Feat. Megan Thee Stallion,2020
Death Bed,Powfu,2020
Memories,Maroon 5,2020
Bad Guy,Billie Eilish,2020
Head & Heart,Joel Corry & MNEK,2020
Never Seen the Rain,Tones and I,2020
Whats Poppin,Jack Harlow,2020
Supalonely,Benee Feat. Gus Dapperton,2020
Rushing Back,Flume Feat. Vera Blue,2020
Pump It Up,Endor,2020
ROXANNE,Arizona Zervas,2020
Lose Control,Meduza,2020
Break My Heart,Dua Lipa,2020
Sunday Best,Surfaces,2020
Godzilla,Eminem Feat. Juice WRLD,2020
Live In Life,The Rubens,2020
Rain On Me,Lady Gaga & Ariana Grande,2020
This City,Sam Fischer,2020
Toosie Slide,Drake,2020
everything i wanted,Billie Eilish,2020
Life Is Good,Future Feat. Drake,2020
Savage,Megan Thee Stallion,2020
Falling,Trevor Daniel,2020
July,Noah Cyrus,2020
Blueberry Faygo,Lil Mosey,2020
Post Malone,Sam Feldt Feat. RANI,2020
Rover,S1mba Feat. DTG,2020
Go Crazy,Chris Brown & Young Thug,2020
Sunflower,Post Malone & Swae Lee,2020
Good As Hell,Lizzo,2020
Glitter,Benee,2020
You Broke Me First,Tate McRae,2020
Physical,Dua Lipa,2020
Stuck With U,Ariana Grande & Justin Bieber,2020
Old Town Road,Lil Nas X,2020
What a Man Gotta Do,Jonas Brothers,2020
I Don't Care,Ed Sheeran & Justin Bieber,2020
Some Say,Nea,2020
If The World Was Ending,JP Saxe Feat. Julia Michaels,2020
Purple Hat,Sofi Tukker,2020
Yummy,Justin Bieber,2020
Sugar,Brockhampton,2020
Shallow,Lady Gaga & Bradley Cooper,2020
Know Your Worth,Khalid x Disclosure,2020
Highest In The Room,Travis Scott,2020
Be Kind,Marshmello Feat. Halsey,2020
Maniac,Conan Gray,2020
"10,000 Hours",Dan + Shay & Justin Bieber,2020
Be Alright,Dean Lewis,2020
Señorita,Shawn Mendes & Camila Cabello,2020
One Thing Right,Marshmello Feat. Kane Brown,2020
Perfect,Ed Sheeran,2020
Boss B**ch,Doja Cat,2020
Youngblood,5 Seconds Of Summer,2020
Lemonade,"Internet Money, Gunna Feat. Don Toliver, NAV",2020
Come & Go,Juice WRLD & Marshmello,2020
ily (i love you baby),Surf Mesa,2020
Look Into My Eyes,Brando,2020
Eastside,Benny Blanco Feat. Halsey & Khalid,2020
Falling,Harry Styles,2020
Bruises,Lewis Capaldi,2020
Castles,Freya Ridings,2020
Holy,Justin Bieber Feat. Chance The Rapper,2020
Beautiful People,Ed Sheeran Feat. Khalid,2020
For The Night,Pop Smoke,2020
Lucid Dreams,Juice WRLD,2020
Bad Child,Tones and I,2020
Sicko Mode,Travis Scott & Drake,2020
Secrets,Regard,2020
The Less I Know the Better,Tame Impala,2020
Take You Dancing,Jason Derulo,2020
South Of The Border,Ed Sheeran Feat. Camila Cabello & Cardi B,2020
In Your Eyes,The Weeknd,2020
Midnight Sky,Miley Cyrus,2020
Party Girl,StaySolidRocky,2020
Hot Girl Bummer,blackbear,2020
Piece Of Your Heart,MeduZa Feat. Goodboys,2020
Dynamite,BTS,2020
Say You Won't Let Go,James Arthur,2020
Lose Somebody,Kygo & OneRepublic,2020
Choir,Guy Sebastian,2020
Shotgun,George Ezra,2020
Heat Waves,Glass Animals,2021
Stay,The Kid Laroi & Justin Bieber,2021
Drivers License,Olivia Rodrigo,2021
WITHOUT YOU,The Kid Laroi with Miley Cyrus,2021
Levitating,Dua Lipa,2021
Good 4 U,Olivia Rodrigo,2021
Bad Habits,Ed Sheeran,2021
Save Your Tears,The Weeknd,2021
Kiss Me More,Doja Cat Feat. SZA,2021
The Business,Tiësto,2021
Montero (Call Me By Your Name),Lil Nas X,2021
Astronaut In The Ocean,Masked Wolf,2021
Cold Heart (PNAU Remix),Elton John & Dua Lipa,2021
Peaches,Justin Bieber Feat. Daniel Caesar & Giveon,2021
Mood,24kGoldn Feat. Iann Dior,2021
Blinding Lights,The Weeknd,2021
Goosebumps (Remix),Travis Scott & HVME,2021
Cover Me In Sunshine,P!nk + Willow Sage Hart,2021
Friday,Riton x Nightcrawlers Feat. Mufasa & Hypeman,2021
Head & Heart,Joel Corry & MNEK,2021
Beggin,Maneskin,2021
Dreams,Fleetwood Mac,2021
Industry Baby,Lil Nas X & Jack Harlow,2021
Fly Away,Tones and I,2021
Body,Russ Millions & Tion Wayne,2021
Deja Vu,Olivia Rodrigo,2021
You Broke Me First,Tate McRae,2021
So Done,The Kid Laroi,2021
Someone You Loved,Lewis Capaldi,2021
Anyone,Justin Bieber,2021
Watermelon Sugar,Harry Styles,2021
Shivers,Ed Sheeran,2021
Easy On Me,Adele,2021
Streets,Doja Cat,2021
Your Love (9PM),ATB,2021
Good Days,SZA,2021
Dance Monkey,Tones and I,2021
Calling My Phone,Lil Tjay & 6lack,2021
Happier Than Ever,Billie Eilish,2021
Leave The Door Open,Silk Sonic,2021
Rapstar,Polo G,2021
Traitor,Olivia Rodrigo,2021
Missing Piece,Vance Joy,2021
Hold On,Justin Bieber,2021
Don't Start Now,Dua Lipa,2021
Up,Cardi B,2021
BED,"Joel Corry, RAYE & David Guetta",2021
Paradise,Meduza Feat. Dermot Kennedy,2021
WAP,Cardi B Feat. Megan Thee Stallion,2021
Lemonade,"Internet Money & Gunna Feat. Don Toliver, NAV",2021
Mr Brightside,The Killers,2021
Perfect,Ed Sheeran,2021
34+35,Ariana Grande,2021
Heartbreak Anniversary,Giveon,2021
Positions,Ariana Grande,2021
Roses,SAINt JHN,2021
Need To Know,Doja Cat,2021
Holy,Justin Bieber Feat. Chance The Rapper,2021
Little Bit of Love,Tom Grennan,2021
Lasting Lover,Sigala & James Arthur,2021
What You Know Bout Love,Pop Smoke,2021
Booster Seat,Spacey Jane,2021
Afterglow,Ed Sheeran,2021
ROCKSTAR,DaBaby Feat. Roddy Ricch,2021
My Head & My Heart,Ava Max,2021
Circles,Post Malone,2021
Sunflower,Post Malone & Swae Lee,2021
Willow,Taylor Swift,2021
Shallow,Lady Gaga & Bradley Cooper,2021
Martin & Gina,Polo G,2021
Before You Go,Lewis Capaldi,2021
Whoopty,CJ Feat. French Montana & Rowdy Rebel,2021
Say You Won't Let Go,James Arthur,2021
Therefore I Am,Billie Eilish,2021
One Too Many,Keith Urban & P!nk,2021
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2021
This City,Sam Fischer,2021
Dreams,Jolyon Petch,2021
Dynamite,BTS,2021
Be Alright,Dean Lewis,2021
Youngblood,5 Seconds Of Summer,2021
Rasputin,Majestic vs. Boney M,2021
We're Good,Dua Lipa,2021
July,Noah Cyrus,2021
Leave Before You Love Me,Marshmello & Jonas Brothers,2021
Best Friend,Saweetie Feat. Doja Cat,2021
Send It!,Hooligan Hefs,2021
2055,Sleepy Hallow,2021
No Role Modelz,J. Cole,2021
Ride It,Regard,2021
Shape Of You,Ed Sheeran,2021
Bad Guy,Billie Eilish,2021
Love Songs Ain't for Us,Amy Shark Feat. Keith Urban,2021
Midnight Sky,Miley Cyrus,2021
Whats Poppin,Jack Harlow,2021
Take You Dancing,Jason Derulo,2021
my ex's best friend,"Machine Gun Kelly, blackbear",2021
Memories,Maroon 5,2021
Breaking Me,Topic Feat. A7S,2021
Dancing On My Own,Calum Scott,2021
As It Was,Harry Styles,2022
Heat Waves,Glass Animals,2022
Stay,The Kid Laroi & Justin Bieber,2022
Cold Heart (PNAU Remix),Elton John & Dua Lipa,2022
Bad Habits,Ed Sheeran,2022
Shivers,Ed Sheeran,2022
Where Are You Now,Lost Frequencies & Calum Scott,2022
First Class,Jack Harlow,2022
I Ain't Worried,OneRepublic,2022
About Damn Time,Lizzo,2022
Running Up That Hill (A Deal With God),Kate Bush,2022
abcdefu,Gayle,2022
Ghost,Justin Bieber,2022
Levitating,Dua Lipa,2022
Save Your Tears,The Weeknd,2022
Industry Baby,Lil Nas X & Jack Harlow,2022
Easy On Me,Adele,2022
Mr Brightside,The Killers,2022
Unholy,Sam Smith & Kim Petras,2022
Big Energy,Latto x Mariah Carey x DJ Khaled,2022
Good 4 U,Olivia Rodrigo,2022
Enemy,"Imagine Dragons, JID & League of Legends",2022
Thats What I Want,Lil Nas X,2022
Bad Habit,Steve Lacy,2022
I'm Good (Blue),David Guetta & Bebe Rexha,2022
Glimpse of Us,Joji,2022
I Like You (A Happier Song),Post Malone Feat. Doja Cat,2022
Down Under,Luude Feat. Colin Hay,2022
Blinding Lights,The Weeknd,2022
Sunroof,Nicky Youre & Dazy,2022
Thousand Miles,The Kid Laroi,2022
Happier Than Ever,Billie Eilish,2022
Vegas,Doja Cat,2022
Kiss Me More,Doja Cat Feat. SZA,2022
Dreams,Fleetwood Mac,2022
Do It To It,Acraze Feat. Cherish,2022
Late Night Talking,Harry Styles,2022
We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero & Stephanie Beatriz",2022
She's All I Wanna Be,Tate McRae,2022
Lost,Frank Ocean,2022
No Role Modelz,J. Cole,2022
Woman,Doja Cat,2022
Anti-Hero,Taylor Swift,2022
Watermelon Sugar,Harry Styles,2022
Super Freaky Girl,Nicki Minaj,2022
Bam Bam,Camila Cabello Feat. Ed Sheeran,2022
Following The Sun,SUPER-Hi & Neeka,2022
Someone You Loved,Lewis Capaldi,2022
Perfect,Ed Sheeran,2022
B.O.T.A. (Baddest of Them All),Eliza Rose & Interplanetary Criminal,2022
Sunflower,Post Malone & Swae Lee,2022
Under The Influence,Chris Brown,2022
The Motto,Tiësto & Ava Max,2022
Another Love,Tom Odell,2022
WAIT FOR U,Future Feat. Drake & Tems,2022
Without Me,Eminem,2022
Missing Piece,Vance Joy,2022
Iris,Goo Goo Dolls,2022
Drivers License,Olivia Rodrigo,2022
Dance Monkey,Tones and I,2022
Middle Of The Night,Elley Duhé,2022
WITHOUT YOU,The Kid Laroi with Miley Cyrus,2022
Fingers Crossed,Lauren Spencer-Smith,2022
Jimmy Cooks,Drake Feat. 21 Savage,2022
Doja,Central Cee,2022
Something in the Orange,Zach Bryan,2022
Love Tonight,Shouse,2022
Shallow,Lady Gaga & Bradley Cooper,2022
Starlight,Dave,2022
Don't Start Now,Dua Lipa,2022
Can't Hold Us,Macklemore & Ryan Lewis Feat. Ray Dalton,2022
One Right Now,Post Malone & The Weeknd,2022
Better Days,NEIKED & Mae Muller Feat. Polo G,2022
Shape Of You,Ed Sheeran,2022
The Real Slim Shady,Eminem,2022
Break My Soul,Beyonce,2022
Be Alright,Dean Lewis,2022
Cuff It,Beyonce,2022
Circles,Post Malone,2022
Say You Won't Let Go,James Arthur,2022
Believer,Imagine Dragons,2022
Wait A Minute,Willow,2022
Party In The U.S.A.,Miley Cyrus,2022
Snap,Rosa Linn,2022
My Universe,Coldplay & BTS,2022
Starboy,The Weeknd Feat. Daft Punk,2022
Sex On Fire,Kings Of Leon,2022
Light Switch,Charlie Puth,2022
Counting Stars,OneRepublic,2022
Remember,Becky Hill & David Guetta,2022
Go Your Own Way,Fleetwood Mac,2022
On My Knees,Rüfüs Du Sol,2022
When It Rains It Pours,Luke Combs,2022
Montero (Call Me By Your Name),Lil Nas X,2022
The Kind of Love We Make,Luke Combs,2022
Say Nothing,Flume Feat. May-A,2022
Head & Heart,Joel Corry & MNEK,2022
All Too Well (Taylor's Version),Taylor Swift,2022
2 Be Loved (Am I Ready),Lizzo,2022
Wake Me Up,Avicii,2022
Flowers,Miley Cyrus,2023
Last Night,Morgan Wallen,2023
Kill Bill,SZA,2023
Anti-Hero,Taylor Swift,2023
Boy's a liar,PinkPantheress,2023
Die For You,The Weeknd,2023
Something in the Orange,Zach Bryan,2023
Cruel Summer,Taylor Swift,2023
As It Was,Harry Styles,2023
Escapism.,Raye Feat. 070 Shake,2023
I Ain't Worried,OneRepublic,2023
Calm Down,Rema & Selena Gomez,2023
Fast Car,Luke Combs,2023
Paint The Town Red,Doja Cat,2023
Sprinter,"Dave, Central Cee",2023
Creepin',"Metro Boomin, The Weeknd & 21 Savage",2023
Until I Found You,Stephen Sanchez & Em Beihold,2023
Heat Waves,Glass Animals,2023
Daylight,David Kushner,2023
Unholy,Sam Smith & Kim Petras,2023
Sure Thing,Miguel,2023
The Kind of Love We Make,Luke Combs,2023
I'm Good (Blue),David Guetta & Bebe Rexha,2023
Shivers,Ed Sheeran,2023
10:35,Tiësto & Tate McRae,2023
Vampire,Olivia Rodrigo,2023
Dance The Night,Dua Lipa,2023
Cold Heart (PNAU Remix),Elton John & Dua Lipa,2023
Mr Brightside,The Killers,2023
Someone You Loved,Lewis Capaldi,2023
Players,Coi Leray,2023
Save Your Tears,The Weeknd,2023
Dreams,Fleetwood Mac,2023
The Beginning: Cupid,Fifty Fifty Feat. Sabrina Carpenter,2023
Another Love,Tom Odell,2023
Stay,The Kid Laroi & Justin Bieber,2023
Bad Habits,Ed Sheeran,2023
Made You Look,Meghan Trainor,2023
Karma,Taylor Swift,2023
Chemical,Post Malone,2023
You Proof,Morgan Wallen,2023
Sunflower,Post Malone & Swae Lee,2023
Snooze,SZA,2023
No Role Modelz,J. Cole,2023
Popular,"The Weeknd Feat. Playboi Carti, Madonna",2023
Miss You,Oliver Tree & Robin Schulz,2023
Levitating,Dua Lipa,2023
Miracle,Calvin Harris & Ellie Goulding,2023
Greedy,Tate McRae,2023
Sunroof,Nicky Youre & Dazy,2023
When It Rains It Pours,Luke Combs,2023
Riptide,Vance Joy,2023
Bad Habit,Steve Lacy,2023
Green Green Grass,George Ezra,2023
Blinding Lights,The Weeknd,2023
Iris,Goo Goo Dolls,2023
golden hour,JVKE,2023
Starboy,The Weeknd Feat. Daft Punk,2023
Blank Space,Taylor Swift,2023
People,Libianca,2023
Prada,Casso x Raye x D-Block Europe,2023
What Was I Made For?,Billie Eilish,2023
Perfect,Ed Sheeran,2023
The Color Violet,Tory Lanez,2023
B.O.T.A. (Baddest of Them All),Eliza Rose & Interplanetary Criminal,2023
Beautiful Crazy,Luke Combs,2023
Can't Hold Us,Macklemore & Ryan Lewis Feat. Ray Dalton,2023
How Do I Say Goodbye,Dean Lewis,2023
Party In The U.S.A.,Miley Cyrus,2023
Everlong,Foo Fighters,2023
Viva La Vida,Coldplay,2023
I Like You (A Happier Song),Post Malone Feat. Doja Cat,2023
Eyes Closed,Ed Sheeran,2023
Cuff It,Beyonce,2023
Sweater Weather,The Neighbourhood,2023
Watermelon Sugar,Harry Styles,2023
F*kumean,Gunna,2023
Let Go,Central Cee,2023
I Remember Everything,Zach Bryan Feat. Kacey Musgraves,2023
Barbie World,"Nicki Minaj, Ice Spice & Aqua",2023
Shake It Off,Taylor Swift,2023
Rich Flex,Drake & 21 Savage,2023
Under The Influence,Chris Brown,2023
Counting Stars,OneRepublic,2023
Take Me To Church,Hozier,2023
Sex On Fire,Kings Of Leon,2023
Circles,Post Malone,2023
Lavender Haze,Taylor Swift,2023
Money Trees,"Kendrick Lamar, Jay Rock",2023
Lost,Frank Ocean,2023
Without Me,Eminem,2023
ceilings,Lizzy McAlpine,2023
Strangers,Kenya Grace,2023
Shape Of You,Ed Sheeran,2023
Jimmy Cooks,Drake Feat. 21 Savage,2023
Go Your Own Way,Fleetwood Mac,2023
Wasted on You,Morgan Wallen,2023
About Damn Time,Lizzo,2023
Mockingbird,Eminem,2023
Summertime Sadness,Lana Del Rey vs Cedric Gervais,2023
